ExpirationDate,Calls,CallLastSale,CallNet,CallBid,CallAsk,CallVol,CallIV,CallDelta,CallGamma,CallOpenInt,StrikePrice,Puts,PutLastSale,PutNet,PutBid,PutAsk,PutVol,PutIV,PutDelta,PutGamma,PutOpenInt,CallGEX,PutGEX,TotalGamma,daysTillExp,IsThirdFriday,callGammaEx,putGammaEx
2023-09-14 16:00:00,SPXW230914C01200000,0.0,0.0,3300.1,3319.8,0,0.0,0.0,0.0,0.0,1200.0,SPXW230914P01200000,0.0,0.0,0.0,0.05,0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.003816793893129771,False,0.0,0.0
2023-09-14 16:00:00,SPXW230914C01400000,0.0,0.0,3100.9,3117.0,0,0.0,0.0,0.0,0.0,1400.0,SPXW230914P01400000,0.05,0.0,0.0,0.05,0,0.0,0.0,0.0,1.0,0.0,-0.0,0.0,0.003816793893129771,False,0.0,0.0
2023-09-14 16:00:00,SPXW230914C01600000,0.0,0.0,2897.6,2914.8,0,0.0,0.0,0.0,0.0,1600.0,SPXW230914P01600000,0.0,0.0,0.0,0.05,0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.003816793893129771,False,0.0,0.0
2023-09-14 16:00:00,SPXW230914C01800000,0.0,0.0,2700.9,2714.8,0,0.0,0.0,0.0,0.0,1800.0,SPXW230914P01800000,0.0,0.0,0.0,0.05,0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.003816793893129771,False,0.0,0.0
2023-09-14 16:00:00,SPXW230914C02000000,0.0,0.0,2496.0,2517.0,0,0.0,0.0,0.0,0.0,2000.0,SPXW230914P02000000,0.0,0.0,0.0,0.05,0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.003816793893129771,False,0.0,0.0
2023-09-14 16:00:00,SPXW230914C02200000,0.0,0.0,2296.0,2316.9,0,0.0,0.0,0.0,0.0,2200.0,SPXW230914P02200000,0.05,0.0,0.0,0.05,0,0.0,0.0,0.0,2.0,0.0,-0.0,0.0,0.003816793893129771,False,0.0,0.0
2023-09-14 16:00:00,SPXW230914C02400000,0.0,0.0,2096.0,2114.8,0,0.0,0.0,0.0,0.0,2400.0,SPXW230914P02400000,0.0,0.0,0.0,0.05,0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.003816793893129771,False,0.0,0.0
2023-09-14 16:00:00,SPXW230914C02600000,0.0,0.0,1896.0,1917.0,0,0.0,0.0,0.0,0.0,2600.0,SPXW230914P02600000,0.05,0.0,0.0,0.05,0,0.0,0.0,0.0,402.0,0.0,-0.0,0.0,0.003816793893129771,False,0.0,0.0
2023-09-14 16:00:00,SPXW230914C02800000,0.0,0.0,1696.0,1714.8,0,0.0,0.0,0.0,0.0,2800.0,SPXW230914P02800000,0.05,0.0,0.0,0.05,0,0.0,0.0,0.0,1.0,0.0,-0.0,0.0,0.003816793893129771,False,0.0,0.0
2023-09-14 16:00:00,SPXW230914C03000000,0.0,0.0,1496.0,1517.0,0,0.0,0.0,0.0,0.0,3000.0,SPXW230914P03000000,0.05,0.0,0.0,0.05,0,0.0,0.0,0.0,52.0,0.0,-0.0,0.0,0.003816793893129771,False,0.0,0.0
2023-09-14 16:00:00,SPXW230914C03200000,0.0,0.0,1296.0,1317.0,0,0.0,0.0,0.0,0.0,3200.0,SPXW230914P03200000,0.05,0.0,0.0,0.05,0,0.0,0.0,0.0,202.0,0.0,-0.0,0.0,0.003816793893129771,False,0.0,0.0
2023-09-14 16:00:00,SPXW230914C03300000,0.0,0.0,1200.2,1217.0,0,0.0,0.0,0.0,0.0,3300.0,SPXW230914P03300000,0.05,0.0,0.0,0.05,0,0.0,0.0,0.0,31.0,0.0,-0.0,0.0,0.003816793893129771,False,0.0,0.0
2023-09-14 16:00:00,SPXW230914C03400000,0.0,0.0,1096.2,1114.9,0,0.0,0.0,0.0,0.0,3400.0,SPXW230914P03400000,0.05,0.0,0.0,0.05,0,0.0,0.0,0.0,101.0,0.0,-0.0,0.0,0.003816793893129771,False,0.0,0.0
2023-09-14 16:00:00,SPXW230914C03500000,0.0,0.0,999.0,1017.0,0,0.0,0.0,0.0,0.0,3500.0,SPXW230914P03500000,0.05,0.0,0.0,0.05,0,0.0,0.0,0.0,1328.0,0.0,-0.0,0.0,0.003816793893129771,False,0.0,0.0
2023-09-14 16:00:00,SPXW230914C03550000,0.0,0.0,946.0,967.0,0,0.0,0.0,0.0,0.0,3550.0,SPXW230914P03550000,0.05,0.0,0.0,0.05,0,0.0,0.0,0.0,1014.0,0.0,-0.0,0.0,0.003816793893129771,False,0.0,0.0
2023-09-14 16:00:00,SPXW230914C03600000,906.2,40.05,896.0,917.0,5,0.0,0.0,0.0,5.0,3600.0,SPXW230914P03600000,0.05,0.0,0.0,0.05,0,0.0,0.0,0.0,3497.0,0.0,-0.0,0.0,0.003816793893129771,False,0.0,0.0
2023-09-14 16:00:00,SPXW230914C03650000,0.0,0.0,849.0,870.0,0,0.0,0.0,0.0,0.0,3650.0,SPXW230914P03650000,0.05,0.0,0.0,0.05,0,0.0,0.0,0.0,9605.0,0.0,-0.0,0.0,0.003816793893129771,False,0.0,0.0
2023-09-14 16:00:00,SPXW230914C03700000,0.0,0.0,798.9,819.2,0,0.0,0.0,0.0,0.0,3700.0,SPXW230914P03700000,0.05,0.0,0.0,0.05,0,0.0,0.0,0.0,2178.0,0.0,-0.0,0.0,0.003816793893129771,False,0.0,0.0
2023-09-14 16:00:00,SPXW230914C03750000,0.0,0.0,748.9,770.0,0,0.0,0.0,0.0,0.0,3750.0,SPXW230914P03750000,0.05,0.025,0.0,0.05,4,0.0,0.0,0.0,14532.0,0.0,-0.0,0.0,0.003816793893129771,False,0.0,0.0
2023-09-14 16:00:00,SPXW230914C03800000,0.0,0.0,698.9,718.7,0,0.0,0.0,0.0,0.0,3800.0,SPXW230914P03800000,0.05,0.0,0.0,0.05,0,0.0,0.0,0.0,2744.0,0.0,-0.0,0.0,0.003816793893129771,False,0.0,0.0
2023-09-14 16:00:00,SPXW230914C03825000,0.0,0.0,673.9,684.9,0,0.0,0.0,0.0,0.0,3825.0,SPXW230914P03825000,0.05,0.0,0.0,0.05,0,0.0,0.0,0.0,943.0,0.0,-0.0,0.0,0.003816793893129771,False,0.0,0.0
2023-09-14 16:00:00,SPXW230914C03850000,0.0,0.0,647.7,667.0,0,0.0,0.0,0.0,0.0,3850.0,SPXW230914P03850000,0.05,0.0,0.0,0.05,0,0.0,0.0,0.0,1431.0,0.0,-0.0,0.0,0.003816793893129771,False,0.0,0.0
2023-09-14 16:00:00,SPXW230914C03875000,0.0,0.0,625.9,642.0,0,0.0,0.0,0.0,0.0,3875.0,SPXW230914P03875000,0.05,0.0,0.0,0.05,0,0.0,0.0,0.0,2696.0,0.0,-0.0,0.0,0.003816793893129771,False,0.0,0.0
